"ID","Hotel_Name","Location","Review"
"rn572407325","Mom Tri's Kitchen at Villa Royale","Kata Beach","This is a really special restaurant Tip - Don't walk it up and down a few hills and just not worth it in 35c Dress accordingly but shorts are fine it isn't air conditioned We were greeted nicely and offered some cold face towels to More"
"rn572256188","Mom Tri's Kitchen at Villa Royale","Kata Beach","We visited twice once for drinks and tapas to watch the sun set which was beautiful and we felt properly spoiled So we booked for dinner on our last night and were a bit disappointed The place was very busy with several large tables so More"
"rn572185668","Mom Tri's Kitchen at Villa Royale","Kata Beach","The best customer service I have ever had at a restaurant Tam was great The good was really great as well I also loved the view but from where our table was at we unfortunately did not see the sun go down "
"rn571916714","Mom Tri's Kitchen at Villa Royale","Kata Beach","Went here for lunch the view alone deserves a 5 star rating but the meal was 5 star as well Service was great as well"
"rn570918853","Mom Tri's Kitchen at Villa Royale","Kata Beach","Beautiful locale the seafood was excellent baked sea bass especially but the duck and beef was very average for a premium price The wine list was ok but 200 dollars for a bottle of 2016 Cloudy Bay is steep by any standards I’d go back More"
"rn570623065","Mom Tri's Kitchen at Villa Royale","Kata Beach","Our friend recommended this restaurant and it did not dissapoint We booked a table for sunset and the restaurant has an incredible sea view which makes for a very romantic setting The sea food here is excellent - we ordered the chef special crab curry More"
"rn570578460","Mom Tri's Kitchen at Villa Royale","Kata Beach","Great Thai food excelent service and well rounded extensive wine list Setting is wonderful They even sent a car to my hotel to pick me up and drive me bac "
"rn570468768","Mom Tri's Kitchen at Villa Royale","Kata Beach","We celebrated our 5th anniversary Food was outstanding and the view to the ocean is amazing We loved this place Excellent service "
"rn570039328","Mom Tri's Kitchen at Villa Royale","Kata Beach","Visited Mom Tri's Kitchen for my birthday lunch and I don't think I would have wanted to spend it anywhere else The location view ambiance staff food all made the day one to remember We loved it that much that we also went for sundowners More"
"rn569843315","Mom Tri's Kitchen at Villa Royale","Kata Beach","Presentation of the food was okay but the taste was NOT good We ate phad thai scallops and meat balls appetizer and duck All 3 dishes were not good The food that I ate at a street stand was more delicious and than this place More"
"rn569621933","Mom Tri's Kitchen at Villa Royale","Kata Beach","I’d read about this restaurant on TA and would never have found it without It’s up a steep hill and hidden within a hotel resort but it was well worth the effort to get there I would recommend taking a taxi or tuk tuk The More"
"rn569199666","Mom Tri's Kitchen at Villa Royale","Kata Beach","Went with a big party of people and the food was pretty average - standard Sydney restaurantish TBH but much more expensive The drinks were OK Service was outstanding though Wouldn’t go back "
"rn569187556","Mom Tri's Kitchen at Villa Royale","Kata Beach","Dinner for two sat looking over the ocean Of course the view is idyllic The staff are amazing So friendly and welcoming They make you feel special and appreciate your custom The menu choices (two one thai & one european) is amazing Lots to choose More"
"rn568538347","Mom Tri's Kitchen at Villa Royale","Kata Beach","We eat yesterday evening for dinner at Mom Tris Kitchen and I can say everything was on a perfect level from welcome till we leave the restaurant The location is awesome with nice view the table set up perfect and the staff on Highest level More"
"rn568040672","Mom Tri's Kitchen at Villa Royale","Kata Beach","We travelled to Thailand with a group of friends and we had lunch at Mom Tri's at least 3 times and we also went twice for dinner They have different menus for lunch and for dinner For lunch I would highly recommend the Pad Thai More"
"rn567809305","Mom Tri's Kitchen at Villa Royale","Kata Beach","I had landed in Phuket a few hours prior to turning up at Mom-Tri's for lunch I had read about it on Tripadvisor and starred it on my map but was worried that I didn't have a reservation and wasn't dressed very suitably for a More"
"rn567766049","Mom Tri's Kitchen at Villa Royale","Kata Beach","We were 6 people there twice for dinner and many times for lunch and we loved it During the dinner the restaurant is super cosy and romantic Amazing view lovely live music great staff We had many different dishes and everything was very good and More"
"rn567645265","Mom Tri's Kitchen at Villa Royale","Kata Beach","Stayed at the hotel for 4 nights and had about 4 meals here (lunches and dinners) although the food is good they had a very limited vegetarian menu and was only able to alter very view of the dishes More"
"rn567362006","Mom Tri's Kitchen at Villa Royale","Kata Beach","The place is really nice and the food is amazing you have such a wide variety of options in the menu to choose from it makes it very hard to pick Everything was delicious and when I reserved I said I was going to be More"
"rn566759845","Mom Tri's Kitchen at Villa Royale","Kata Beach","Just visited Phuket with my wife this month and had a wonderful time Mom Tri’s was by far our favorite restaurant The service was fantastic the food was amazing and the view was to die for "
"rn566419418","Mom Tri's Kitchen at Villa Royale","Kata Beach","Another beautiful location with great food If you are in Phuket this is one of the best located restaurant s on the island Good food and service with a smile Not the cheapest but good value for money"
"rn565772850","Mom Tri's Kitchen at Villa Royale","Kata Beach","Not only the food was yummy service was attentive and efficient No wonder it was fully booked Menu caters for international palette and wine list is extensive too "
"rn565614498","Mom Tri's Kitchen at Villa Royale","Kata Beach","We stumbled across this place via trip advisor and decided to give it a go the setting is absolutely gorgeous Nice little view Pros: nice view Cons: - we are told we only have a 2 hour window to eat which is fine - someone More"
"rn565567787","Mom Tri's Kitchen at Villa Royale","Kata Beach","My partner and I visited this resturant on Friday 9th March 2018 in the hope of experiencing our best meal in Kata beach Unfortunately this did not turn out to be the case To elaborate: Let's start with ""The Good"" 1 The setting and ambience More"
"rn565549589","Mom Tri's Kitchen at Villa Royale","Kata Beach","We wanted to try Mom Tri's given the rave reviews and the fact it was so close to our hotel (Katathani) We ordered (dishes we liked best indicated with a YUM below): - Kata Noi Crab Cake (Andaman fish blue crab & buffalo mozzarella cake More"
"rn565102791","Mom Tri's Kitchen at Villa Royale","Kata Beach","Not cheap (though admittedly we did drink well) but the crab soufflé lamb massaman Thai style sea bass and tempura banana were all standouts - and not just during this holiday full stop - and the excellent and friendly service just reinforced that We arrived More"
"rn564823947","Mom Tri's Kitchen at Villa Royale","Kata Beach","First of all if you have dinner make sure you are there before the sun sets as it is absolutely beautiful If you are early then have some Tapas with a glass of bubbly you will not regret it We had a good piano player More"
"rn564755856","Mom Tri's Kitchen at Villa Royale","Kata Beach","Well worth a visit Service was friendly and attentive with an extensive wine list The sea bass was cooked to perfection we had dinner but would be an incredible place for lunch with million dollar views Would definitely return here "
"rn564293135","Mom Tri's Kitchen at Villa Royale","Kata Beach","The Whole Experience was Superb I come from a Fine Dining background and We were more than Impressed The food - Outstanding The service - friendly and very attentive The location and ambience - Perfect I would recommend this restaurant as An Excellent Dining Experience More"
"rn564124241","Mom Tri's Kitchen at Villa Royale","Kata Beach","Oh wow From the moment you turn into the gates of this amazing hotel you know you’re somewhere special The hotel and restaurant are converted from a spectacular home with gorgeous gardens free form pool set into the rocks and charming decor The restaurant itself More"
"rn563822902","Mom Tri's Kitchen at Villa Royale","Kata Beach","Great Place and very goog Fish And no I don' wanna write a book about it Check it out by yourself and enjoy "
"rn563639030","Mom Tri's Kitchen at Villa Royale","Kata Beach","This is the place for special ocasions in Kata Delicious foods are easily accompanied by excellent wines The sevice charming and of top quality The mariage of Thai cuisine with European traditions has its success Lobster ravioli in a creamy soup the crab souflet the More"
"rn563480566","Mom Tri's Kitchen at Villa Royale","Kata Beach","First a disclaimer: I reserve 5 ratings to truly extraordinary restaurants This one is a solid 4 and considering it is in Phuket probably merits a bit more We booked a table for sunset and arrived 15 minutes before the sun sunk into the Indian More"
"rn563037450","Mom Tri's Kitchen at Villa Royale","Kata Beach","Mom Tri's Kitchen is located at the Villa Royale Resort in Phuket The restaurant sits on a cliff overlooking Kata Noi beach so the views are amazing The food is equally good - whether you would like European or Thai fare it's all wonderful My More"
"rn562896399","Mom Tri's Kitchen at Villa Royale","Kata Beach","Made a reservation for an anniversary celebration at Mom Tri's kitchen Just as the reviews suggest it is a beautiful restaurant facing the ocean so the view was lovely We were surprised that the cocktails were very average with very little alcohol (if any) of More"
"rn562856056","Mom Tri's Kitchen at Villa Royale","Kata Beach","We went to Mom Tri's having walked miles from Northern Karon Beach it did not disappoint The first thing to note are the views from the table amazing Staff were friendly and were always around for drinks Menu was nice I orders some of the More"
"rn562058787","Mom Tri's Kitchen at Villa Royale","Kata Beach","Everything we ordered was delicious We couldnt stop eating The cocktailsbwere also really nice and they have a very good wine selection The prices are higher than usual but definitely worth it "
"rn561955332","Mom Tri's Kitchen at Villa Royale","Kata Beach","Very fine place Good customer service and food Has a big selection on the menu Not expensive Very big and cheap cocktails "
"rn561430276","Mom Tri's Kitchen at Villa Royale","Kata Beach","A lovely meal with a magnificent view Spectacular evening and the service was great Very romantic <U+2764><U+FE0F>"
"rn559936766","Mom Tri's Kitchen at Villa Royale","Kata Beach","Perfect spot to relax and have some delicious food One of the beautiful gems in Phuket and a must go to if you seek fine-din in the middle of all the Thai Fun "
"rn559335366","Mom Tri's Kitchen at Villa Royale","Kata Beach","We came to Mom Tri's for the second time in December The food was really lovely and the service is excellent Food is fine dining so is a bit pricey but always presented beautifully and is delicious View is incredible "
"rn559318250","Mom Tri's Kitchen at Villa Royale","Kata Beach","This was beautiful location accompanied by a perfect meal I like value for money and I got it I would highly recommend if you to want high standards Shaun (I also noted they did not ask me to mention them on trip adviser which I More"
"rn558448525","Mom Tri's Kitchen at Villa Royale","Kata Beach","Came here for lunch The menu is a bit limited (maybe because it was lunch) The Thai dishes were good but burger was a bit overcooked Overall food was ok The view and service was very nice so would overall still recommend More"
"rn557446551","Mom Tri's Kitchen at Villa Royale","Kata Beach","Staff were very attentive and friendly right from arriving at the restaurant We had a drink and watched the sun go down over the sea which was amazingly beautiful The food itself was presented nicely with some inventive flavours We ate from the Thai menu More"
"rn556788312","Mom Tri's Kitchen at Villa Royale","Kata Beach","Absolutely loved this restaurant It has a gorgeous view of the beach Also the food and service are good Slightly expensive for Thailand standards but still very good and would highly recommend this place "
"rn556688839","Mom Tri's Kitchen at Villa Royale","Kata Beach","I came here for a wedding dinner rehearsal and am I we did Other than the fact the view is absolutely stunning the moment you walk in The food is just superb I had the baked fish and I will say that I will forever More"
"rn556605144","Mom Tri's Kitchen at Villa Royale","Kata Beach","Great place lovely view I enjoy service and quality of the food Wine card is not only big but high level"
"rn556297677","Mom Tri's Kitchen at Villa Royale","Kata Beach","A beautiful setting especially if you get an outside table on the terrace overlooking the sea The food is top-end service is professional and attentive Extensive but expensive wine list - we stuck to beer and water Expect to pay around twice what a similar More"
"rn556123653","Mom Tri's Kitchen at Villa Royale","Kata Beach","We have just returned from dinner at Mom Tri's kitchen What a lovely experience from start to finish It was my partners 40th birthday Upon arrival we had cocktails in the bar and listened to the live music I had requested a nice table serveral More"
"rn555804478","Mom Tri's Kitchen at Villa Royale","Kata Beach","poor service i reserved one day before i got a table just away from see view and as seeing in photo table sheet so dirty and we were eating bread but they just took away insane officially fully booked actually empty 6:21 pm i told More"
"rn555787022","Mom Tri's Kitchen at Villa Royale","Kata Beach","exquisite setting food is delicious staff are amazing Everything about the dining experience is fantastic A must when in area"
"rn555730952","Mom Tri's Kitchen at Villa Royale","Kata Beach","Amazing food amazing staff and amazing views The cocktails before dinner were not to bad either "
"rn555535349","Mom Tri's Kitchen at Villa Royale","Kata Beach","We had an amazing dining experience here Everything from the wine appetizers entrees and desert was perfect We loved being right on the water and hearing the waves crash against the rocks It was a wonderful meal "
"rn555310762","Mom Tri's Kitchen at Villa Royale","Kata Beach","Truly exceptional evening at Mom Tri's We enjoyed pre-dinner cocktails on the terrace overlooking the beautiful bay followed by a wonderful meal for our family The service was exceptional the location stunning and the food devine We indulged in the traditional thai recipes and were More"
"rn555237356","Mom Tri's Kitchen at Villa Royale","Kata Beach","It really is a privilege to sit on the terrace at Villa Royale listening to the waves crash on the rocks below while being fanned by the salty ocean breeze at Mom Tri's Kitchen I know this might sound a bit dramatic but I'm just More"
"rn555105834","Mom Tri's Kitchen at Villa Royale","Kata Beach","I travel widely internationally and eat well Mom Tri's was worth every moment Lovely tropical night following a rainstorm the sound of waves splashing on the rocks below and a light breeze at my oceanside table Appetiser was a chilled peach and pepper soup with More"
"rn554753553","Mom Tri's Kitchen at Villa Royale","Kata Beach","The most stunning thing about this place was the veiw but thats about it My partner and I were terribly dissapointed with our meals 1 When ordering there was a small language barrier and they thought we ordered three different appetisers I was willing to More"
"rn554753164","Mom Tri's Kitchen at Villa Royale","Kata Beach","Service and view are nice overlooking the water and the sunset However we were disappointed to be seated at our table with the view of the sunset obstructed by palm trees We asked to move to a table with a better view as the restaurant More"
"rn554622886","Mom Tri's Kitchen at Villa Royale","Kata Beach","My husband and I enjoyed our dinner here The wine list is extensive (overwhelming ) The menu is also quite large which I was thankful for I have celiac/gluten free and there were plenty of options for me I had the Salmon Curry and can't stop More"
"rn554494543","Mom Tri's Kitchen at Villa Royale","Kata Beach","We came here for a sunset dinner and we were not disappointed The views are incredible and the food is just as good from the time you sit down water and bread is brought to the table with exceptional service Food was brought out in More"
"rn554478089","Mom Tri's Kitchen at Villa Royale","Kata Beach","We loved the service food variaty of the bar menu and spectacular atmosphere and view of Kata Noi beach It has an high end kitchen and pricy than other touristical spots but worths for every penny Go for a sunset drink "
"rn554123961","Mom Tri's Kitchen at Villa Royale","Kata Beach","We were lucky to have a brilliant night with a great dunset beautiful food and fantastic staff thankyou"
"rn553882897","Mom Tri's Kitchen at Villa Royale","Kata Beach","We have been there on our last evening and it was just breathtaking Really high cuisine Free ice water reallt friendly staff and the view on the ocean was perfect for a candle light dinner And the food is really worth it as well Rather More"
"rn553202278","Mom Tri's Kitchen at Villa Royale","Kata Beach","For sure this place is usually fabulous I think we visited on a bad day or a chef off day The food was just ok the service is always fabulous but the food usually matches If this had been my first visit - there More"
"rn552904564","Mom Tri's Kitchen at Villa Royale","Kata Beach","Must book days in advance to get a great outdoor table but worth it as the view and serenity is great Fancy and not cheap but for a special occasion it was a good choice All meals were great and extensive wine list Lobster Ravioli More"
"rn552439838","Mom Tri's Kitchen at Villa Royale","Kata Beach","We came at 5 pm to enjoy view as well as Dinner Both did not disappoint us After cocktails water and white wine ( sauvignon blanc from new Zealand) were poured out The menu is European as well as Thai Top Entrees a mix of More"
"rn552367362","Mom Tri's Kitchen at Villa Royale","Kata Beach","Me and my girlfriend reserved a New Year’s Eve dinner which is also her birthday This was after reading other review here which all stated what a good restaurant this was to be Unfortunately they failed us on New Year’s Eve It started of really More"
"rn550329413","Mom Tri's Kitchen at Villa Royale","Kata Beach","First of all they were great with our reservation as we were late due to a prior occasion of no fault of our own The service was good The food was good The prices were good Each of us ladies received a single long stem More"
"rn550326776","Mom Tri's Kitchen at Villa Royale","Kata Beach","My wife 1 year-old baby and I had stayed at Kata Beach for 3 nights The first day we arrived its poster with tripadvisor logo outside the villa attracted me We had our first lunch in Kata there its food service and view were all More"
"rn549611500","Mom Tri's Kitchen at Villa Royale","Kata Beach","If your trying to decide between Mom Tri's and the Boathouse Stop Mom Tri's every time It's better in every way The location the food the ambiance and the service "
"rn549501992","Mom Tri's Kitchen at Villa Royale","Kata Beach","This is the place to come and eat if you like us arrived in Phuket expecting paradise and found hell Until you walk up a steep hill and you arrive in this idyllic place The service is perfect relaxed but attentive the food is More"
"rn548947312","Mom Tri's Kitchen at Villa Royale","Kata Beach","Well K tell you the truth In Patong food is cheap there are a lot of restaurants Local dishes are ok and so on Bit for a touch of class open your wallet and try this The setting alone is worth the trip and the More"
"rn548859464","Mom Tri's Kitchen at Villa Royale","Kata Beach","Food was very good and so was the service Definitely recommend for a special occasion We ate from the Thai menu and whilst not necessarily the best food we had in Phuket it was certainly the nicest setting being right on the beach The meal More"
"rn548522694","Mom Tri's Kitchen at Villa Royale","Kata Beach","The views of Kata Noi Beach are outstanding The staff is very caring The menu is great The food is delicious Romantic They were out of a lot of bottles of wine on their list so be patient "
"rn548324500","Mom Tri's Kitchen at Villa Royale","Kata Beach","Beautiful location for cocktails at sunset Amazing view over Kata Noi coastline with the sun setting over the sea Great cocktails too "
"rn547893277","Mom Tri's Kitchen at Villa Royale","Kata Beach","The food was too spicy for me but I was bribed with a beautiful sea view and tasty wine I don't think I would attend it for a second dinner but for one night experience it is rather good "
"rn547866201","Mom Tri's Kitchen at Villa Royale","Kata Beach","Everything was cool by the time we had seen a mouse We told the waiter but they didn’t care The food was nice and the restaurant is an outside restaurant but the “pet” was an unexpected guest More"
"rn547542323","Mom Tri's Kitchen at Villa Royale","Kata Beach","Food was tasty staff attentive Prices are European We had pepper and peach soup lobster soup lobster ravioli and fish cake - all delicious Would recommend for dinner or lunch "
"rn547057862","Mom Tri's Kitchen at Villa Royale","Kata Beach","Amazing views delicious food and a beautiful garden We had our Thai wedding ceremony here and it was lovely So happy we came and we can't wait to visit again the next time we are in Phuket "
"rn546288385","Mom Tri's Kitchen at Villa Royale","Kata Beach","This restaurant was Devine Amazing outlook service and food Expensive (Melbourne prices) but worth every bit of the money spent "
"rn545270275","Mom Tri's Kitchen at Villa Royale","Kata Beach","The view alone deserves the five stars but the meal was very enjoyable too We were four and we ordered and shared a lot of dishes almost all were excellent The service was great too as the restaurant picked us up and dropped us at More"
"rn544163580","Mom Tri's Kitchen at Villa Royale","Kata Beach","My wife and I plus our daughter and son-in-law enjoyed dinner here one night when we were staying at the Katathani Resort It is only a short walk to Mom Tri’s Kitchen but it was raining the night we went so we jumped into a More"
"rn543262759","Mom Tri's Kitchen at Villa Royale","Kata Beach","We had visited here a few years ago for cocktails but visited for dinner this time one evening The gardens and cliff side location of this stunning restaurant must be one of the best in the area The food was delicious and we all chose More"
"rn542775824","Mom Tri's Kitchen at Villa Royale","Kata Beach","Amazing restaurant over the water Food was superb Service amazing Had the Mushroom risotto yum yum yum so good "
"rn542745832","Mom Tri's Kitchen at Villa Royale","Kata Beach","We were so impressed with the overall offering we went twice during our trip the situation overlooking the rocks and kata beach is out of this world the staff go out of their way to make sure you have a special evening the food was More"
"rn542647525","Mom Tri's Kitchen at Villa Royale","Kata Beach","We didn't stay at this resort but we reserved a dinner spot at Mom Tri's Kitchen OH MY GOODNESS The food although expensive (think fancy US prices) was absolutely delicious Worth every penny We had some unique curries salmon rice paper rolls and amazing lobster More"
"rn542445745","Mom Tri's Kitchen at Villa Royale","Kata Beach","Must visit if in the area the chef is superb the food superb the staff attentive and the setting to melt the hardest heart Go"
"rn542188343","Mom Tri's Kitchen at Villa Royale","Kata Beach","Small portions wrong food (twice ) very overpriced Manager thought it was funny European food is better than the Thai food We ate here twice and lunch was better than the dinner "
"rn542142226","Mom Tri's Kitchen at Villa Royale","Kata Beach","I visited this restaurant with my husband The staff were attentive food delicious wine choice good views stunning & cost not to heavy on the pocket (Was under 5000 baht about £90) We had 3 starters two mains a cocktail each & a bottle of More"
"rn580686022","Sabai Beach Restaurant","Patong","Really enjoyed this restaurant Simple unpretentious lovely view of beach and sunset- get there 30 mins before sunset and you will rewarded with a lovely sight Food and drink was really reasonable 2 drinks each and some food 680 bhats- just cant beat it- its agreta More"
"rn578232137","Sabai Beach Restaurant","Patong","Stroll up from the beach and get a great seat the location of the place is right in the sand with a great view of the beach A wonderful location to hang out with a cold Chang or Coconut and watch the sun go down More"
"rn576379439","Sabai Beach Restaurant","Patong","Can't agree with the other reviews: The good: nice spot right by the beach with alfresco dining The bad : almost everything else Beware the Bt99 special cocktails Not the value you might think as ours were 80% ice 18% juice and almost no alcohol More"
"rn574836977","Sabai Beach Restaurant","Patong","Had a seafood curry which was made with a variety of the freshest seafood The curry sauce was a little average it tasted a lot like curry powder This didn't bother me though as it let the flavours of the seafood shine through Free wifi More"
"rn574098447","Sabai Beach Restaurant","Patong","Great restaurant for lunch or dinner right on the beach at Patong Same family has been running it for 20 or so years and food and staff are fantastic and it’s very reasonably priced Always nicet to be able to enjoy an excellent meal and More"
"rn573573943","Sabai Beach Restaurant","Patong","Went here a few times over the course of our holiday and loved it Beautiful Thai food not just that but the all other food also great prices too Sitting with your feed in the sand and a beautiful view right on the beach can’t More"
"rn571848973","Sabai Beach Restaurant","Patong","The restaurant is right on the beach and we loved sitting with our feet in the sand Food was very good fish shrimps at a very reasonable price lobster more expensive as can be expected but all cooked excellent The service was fast we went More"
"rn571387625","Sabai Beach Restaurant","Patong","This is a great restaurant right on Patong Beach The menu is huge so we found something for everyone in our group even the picky kid eaters Very reasonably priced with a drink special each night that was very good Good service from a large More"
"rn570102594","Sabai Beach Restaurant","Patong","Sabai Beach Restaurant is an excellent choice for those who want a good inexpensive dinner from a beachfront restaurant with an excellent atmosphere away from the sensory overload that can be Patong Relaxing w/good food and a variety of Thai seafood and other offerings Has More"
"rn569297283","Sabai Beach Restaurant","Patong","I dined here on my first night in Patong and it was a great choice Staff are very welcoming and it was lovely to eat with my toes in the sand I asked for my dish to be a little spicier than they usually serve More"
"rn567414540","Sabai Beach Restaurant","Patong","We had breakfast at this little restaurant on the beach most mornings We had an American breakfast and poached eggs Very cheap Customer service was great also"
"rn566949594","Sabai Beach Restaurant","Patong","The restaurant is actually on the beach You sit at your table with your feet on the sand In the evening it's nice and cool which is a nice change after the heat and humidity of the day The staff are friendly and helpful and More"
"rn566191329","Sabai Beach Restaurant","Patong","A well priced restaurant serving authentic Thai food right on the beach We have dined there a few times and tried a range of meals all were delicious and reasonably portioned and very well priced A romantic place to eat and watch the sun set "
"rn566175500","Sabai Beach Restaurant","Patong","We came twice on the recommendation of the manager at our 5 star resort He takes his family there So good we took some new acquaintances we met on holiday who were equally impressed for a second visit The food is superb - every dish More"
"rn565042964","Sabai Beach Restaurant","Patong","Restaurant is conveniently on the beach Great for a a nice lunch or dinner while having your toes in the sand and enjoying the beach views Inexpensive and provides a large variety "
"rn563073729","Sabai Beach Restaurant","Patong","Had a superb meal next to the beach- with plentiful beers and authentic Thai food Very friendly and helpful staff Will definitely visit again whilst in town"
"rn560373779","Sabai Beach Restaurant","Patong","Found this place on trip advisor Not disapointed Great bbq fish thai food and beer Good service even though busy Popular place Get there before 6 30 to guarantee a table "
"rn559288468","Sabai Beach Restaurant","Patong","This is rather simple beach restaurant But the prices are very very reasonable and from what We had a seafood is very tasty whatever you pick up"
"rn558071013","Sabai Beach Restaurant","Patong","It was nice outside sitting one the beach View from restaurant was very beautiful especially sunset and having dinner Price of this place is quite inexpensive however those of us used to get high volume of food in US may not satisfied with only one More"
"rn556422973","Sabai Beach Restaurant","Patong","Thai green curry - excellent Mixed vegetables - would love to know how they got them this tasty (tip : mix them into the Thai green curry) Shrimp cocktail - very tasty but only 4 thumb sized prawns withe rails still attached Creamy ice cream More"
"rn556387223","Sabai Beach Restaurant","Patong","Had delicious Thai food with our feet still in the sand Amazing food at a very very reasonable price lovely service and couldn’t be a better location We loved it we came back twice Definitely try the calamari Super yummy "
"rn556224671","Sabai Beach Restaurant","Patong","I tried this restaurant for dinner last night The quality was very good and the price surprised me for such a good quality food the price is awesome I asked the waitress to suggest and I really enjoined what she served I tried prawn with More"
"rn555984222","Sabai Beach Restaurant","Patong","This was a little gem that we come across Food was amazing Friendly staff went back 3 times in 1 week "
"rn555331995","Sabai Beach Restaurant","Patong","This is a good place all around Food & drink are good Service is good Prices are fair Great location on Patong beach I would go back "
"rn554169300","Sabai Beach Restaurant","Patong","My wife and I spent the day on Patong beach and came here for lunch The location is great and the food is good but nothing special Great spot for lunch if you’re at the beach "
"rn552835182","Sabai Beach Restaurant","Patong","We were in Patong Beach for three nights and ate quite a few times The food was just fantastic with a huge variety of local and western food to choose on the menu The staff friendly very welcoming and Prices are very reasonable We would More"
"rn552818796","Sabai Beach Restaurant","Patong","I loved the BBQ squid It was so tasty and the pineapple rice Prawns were of a sub par quality but given the price it is understandable BBQ squid was only 150 baht And the pineapple rice was v v good still missing these two dish "
"rn550975083","Sabai Beach Restaurant","Patong","We ate seafood at the restaurant and it was very good The only negativ is the big rat at the bathroom "
"rn549976763","Sabai Beach Restaurant","Patong","Went here last night on the back of some great reviews Frankly it's okay Most things were just average but then as price was also ok I didn't mind too much "
"rn548977492","Sabai Beach Restaurant","Patong","Lovely food we popped in for lunch and had the squid it was cooked to perfection for really reasonable pricea The staff were lovely too very relaxed atmosphere will go again "
"rn547889314","Sabai Beach Restaurant","Patong","We ate here many times over the course of one week in November 2017 Fantastic food and lovely welcoming staff It's one of those places you go once have a wonderful meal and keep going back as you just know it's going to be good More"
"rn547489641","Sabai Beach Restaurant","Patong","Partner and I ate an early dinner here today as I was wanting a 'real' Thai restaurant that wasn't serving 20 different types of cuisine (as most do in Patong ) and I was so pleased we found this one My partner had the fried More"
"rn547460126","Sabai Beach Restaurant","Patong","Food drinks and the view was all satisfying Good and quick customer service Cheap food Recommended Two thumbs up from us <f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D>"
"rn546898880","Sabai Beach Restaurant","Patong","Wonderful authentic Thai seafood bbq as well as other dishes We had the BBQ squid and whole fish and chicken and cashew All at a reasonable price $40 for that plus 4 bottles of Coke It was clean and a beautiful location right on the More"
"rn546147102","Sabai Beach Restaurant","Patong","Perfect location right on the beach Quick serving incredibly tasty thai food and cheap prices Highly recommended for a lunch overlooking the beach "
"rn545286835","Sabai Beach Restaurant","Patong","The food was delicious and the staff very friendly The location is nice the tables are on sand I like this restaurant "
"rn544212333","Sabai Beach Restaurant","Patong","One of the lady waitress or owner not so friendly No smile on the face Other waitress is okay Food is so so not tasty "
"rn543816973","Sabai Beach Restaurant","Patong","We visited this restaurant after searching for nearby restaurants on TripAdvisor It’s one of the only places we could find that actually sat on Patong Beach and we really enjoyed our experience The restaurant is tucked away in sort of a little square of open More"
"rn543260607","Sabai Beach Restaurant","Patong","We loved his place so much we came here for lunch and dinner on three occasions the staff are very friendly and welcoming they recognized as repeat visitors service was quick and efficient the food was just so delicious Nice gentle ocean breeze and great More"
"rn542914108","Sabai Beach Restaurant","Patong","great location great service plenty of choice and the price is right Had the recommended deep fried snapper with oyster sauce magnificent "
"rn537981346","Sabai Beach Restaurant","Patong","Had an amazing dinner here 2 nights ago Right on the beach with some of the best seafood I have ever eaten We had to order seconds it was so good Steamed shrimp (prawns) are a must Drinks meals for 2 and a world class More"
"rn534841985","Sabai Beach Restaurant","Patong","Breeze was good off beach and service was good Food though was bland and I accepted more Price was good for what you got Original Sabai Sabai far superior in quality and taste Good run of the mill restaurant 6/10 "
"rn527153577","Sabai Beach Restaurant","Patong","We came for lunch so maybe they thought it was ok to use the catch from the day before The shrimp was rubbery and the crab was like wet cardboard This was the only bad new we had in Phuket which is a shame "
"rn523657086","Sabai Beach Restaurant","Patong","I had dinner with my son at sabai beach restaurant 2 times we ordered seafood fried rice 100 - crab fried rice and squid fried 150 - with orange juice really good foods good location and nice view the staffs are friendly the price is reasonable if More"
"rn521315423","Sabai Beach Restaurant","Patong","I came to Sabai Beach Restaurant for lunch by myself Or flying solo as my daughter calls it Margaret was confined to the hotel room with some very explosive diarrhoea I informed her not to trust the ice in the cocktails near the beach but More"
"rn521261307","Sabai Beach Restaurant","Patong","Have been dining at Sabai Beach Restaurant for almost 10 years now and it never disappoints service is always excellent the food is delicious and the beer is always cold Add this to the wonderful setting on the beach is it any wonder I continue More"
"rn520917873","Sabai Beach Restaurant","Patong","This is a lovely little place right on the waters edge with a good selection of food they have however tamed the food too much to how they thing westerners would like it and taken away all the spice even when you ask for spicy More"
"rn520408652","Sabai Beach Restaurant","Patong","My wife and I have been coming to Phuket since 1985 (16 times) Sabah has been operating most of this time with Bart and his family working everyday running the restaurant We arrived back yesterday and our first point of call was Sabai We have More"
"rn516276153","Sabai Beach Restaurant","Patong","Only a little beach side restaurant but the quality of food was as good as all the expensive places Staff were very attentive polite and always checking on you Highly recommended to eat here "
"rn514192765","Sabai Beach Restaurant","Patong","Dinner that is as close to the sea as you can get Indoor dining available too We had dinner twice at Sabai out of three nights there If not for my schedule yes | would have gone a third night :) Ordered spring rolls glass More"
"rn513062693","Sabai Beach Restaurant","Patong","this is an super place which one can walk to from the beach front you will find your self sitting on plastic chairs that will sink with your weight into the sand on your feet the sea breeze and shade form the trees More"
"rn512957499","Sabai Beach Restaurant","Patong","We recently tried this restaurant for dinner It is right on the beach with a great view of the sun set The prices are reasonable and the food very good Drinks were also reasonably priced You can also watch the para sailing if you get More"
